formula,space_group,structure,id,formation_energy
CuNb,P4/mmm,"[{'data': {'a': [1.9576020000000002e-10, 1.9576020000000002e-10, 0], 'b': [0, 3.915203e-10, 0], 'c': [0, 0, 3.918395e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Cu'}, {'x': 1.9576020000000002e-10, 'y': 3.91520201222286e-10, 'z': 1.9592000469567503e-10, 'element': 'Nb'}]}, 'natoms': 2, 'element': {'Cu': 1, 'Nb': 1}}]",PN_FTY5KDGIVVULUT4335IVJ6S7LBZZWZ3D,"{'reference': {'Cu': 'https://nomad-lab.eu/prod/rae/gui/entry/id/mAAfBZKmTQWDVL1ZPRsrVQ/RJxSjMDRsm3WyoHrN444BNogn6Zv', 'Nb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/VshkgA9fRVaBUM1A99_pTA/SkZzn86pJBf-CXtzQK5HKiPlxmMz'}, 'value_per_atom': 0.21193338329709643, 'value': 0.42386676659419287}"
Ac4I6,R-3c,"[{'data': {'a': [-7.501433e-10, 0, 0], 'b': [3.750716e-10, -6.496431000000001e-10, 0], 'c': [-3.750716e-10, 2.165478e-10, 8.939558999999999e-10], 'atoms': [{'x': -7.50143619461083e-10, 'y': -1.8652409401702863e-16, 'z': 8.878668981783299e-10, 'element': 'Ac'}, {'x': -3.310625696958255e-17, 'y': -4.330949705544241e-10, 'z': 6.089001821669999e-12, 'element': 'Ac'}, {'x': -1.6893675994338155e-17, 'y': -4.330949392404931e-10, 'z': 4.4088901075524294e-10, 'element': 'Ac'}, {'x': -7.50142986799686e-10, 'y': 3.119184297895916e-17, 'z': 4.53067005459024e-10, 'element': 'Ac'}, {'x': -2.47529997700757e-10, 'y': -4.36198194017702e-12, 'z': 2.2348900181867697e-10, 'element': 'I'}, {'x': -6.226010110713291e-10, 'y': -2.1218596689564307e-10, 'z': 2.2348900181867697e-10, 'element': 'I'}, {'x': -2.5508402248864895e-10, 'y': -4.3309495273198207e-10, 'z': 2.2348900181867697e-10, 'element': 'I'}, {'x': -4.95058981204713e-10, 'y': 4.901428495093599e-17, 'z': 6.704670054560309e-10, 'element': 'I'}, {'x': -1.27541992622033e-10, 'y': -2.209089368220541e-10, 'z': 6.704670054560309e-10, 'element': 'I'}, {'x': -5.026140149354199e-10, 'y': -4.2873392006241617e-10, 'z': 6.704670143955899e-10, 'element': 'I'}]}, 'natoms': 10, 'element': {'Ac': 4, 'I': 6}}]",PN_7XT7P7PRRN2XYU7E6EMXOYTLRZYI4XZH,"{'reference': {'Ac': 'https://nomad-lab.eu/prod/rae/gui/entry/id/hXjxFrSARi6vr8ZsckYj7Q/iWBIRb7QiLZT3UTReI3nDZH2uLUu', 'I': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/UuwV3j-OlSP2VAyed1nJ8kM9NeTZ'}, 'value_per_atom': -1.1456698935126979, 'value': -11.45669893512698}"
Fe6Sb18,Pmmn,"[{'data': {'a': [7.73468134e-10, 0, 0], 'b': [0, 9.292774830000001e-10, 0], 'c': [0, 0, 8.525823360000001e-10], 'atoms': [{'x': 5.30332610539705e-10, 'y': 2.3231937075000002e-10, 'z': 6.394367520000001e-10, 'element': 'Fe'}, {'x': 5.223870353782885e-10, 'y': 2.3231937075000002e-10, 'z': 3.8074970667263425e-10, 'element': 'Fe'}, {'x': 5.223870353782885e-10, 'y': 2.3231937075000002e-10, 'z': 4.5541461327365764e-11, 'element': 'Fe'}, {'x': 2.431355234602951e-10, 'y': 6.9695811225e-10, 'z': 2.1314558400000002e-10, 'element': 'Fe'}, {'x': 2.510810986217115e-10, 'y': 6.9695811225e-10, 'z': 8.070408746726343e-10, 'element': 'Fe'}, {'x': 2.510810986217115e-10, 'y': 6.9695811225e-10, 'z': 4.718326293273658e-10, 'element': 'Fe'}, {'x': 1.4143286370323031e-10, 'y': 9.040097405718927e-10, 'z': 3.7029807033207744e-10, 'element': 'Sb'}, {'x': 1.4143286370323031e-10, 'y': 9.040097405718927e-10, 'z': 5.599309766792256e-11, 'element': 'Sb'}, {'x': 3.4957956608282385e-10, 'y': 8.689009867699145e-10, 'z': 6.394367520000001e-10, 'element': 'Sb'}, {'x': 4.2388856791717613e-10, 'y': 6.037649623008553e-11, 'z': 2.1314558400000002e-10, 'element': 'Sb'}, {'x': 6.320352702967697e-10, 'y': 2.5267742428107425e-11, 'z': 7.965892383320775e-10, 'element': 'Sb'}, {'x': 6.320352702967697e-10, 'y': 2.5267742428107425e-11, 'z': 4.822842656679226e-10, 'element': 'Sb'}, {'x': 7.183061347211028e-10, 'y': 2.3231937075000002e-10, 'z': 2.1314558400000002e-10, 'element': 'Sb'}, {'x': 2.8829518752393105e-10, 'y': 2.3231937075000002e-10, 'z': 7.961445399114432e-10, 'element': 'Sb'}, {'x': 2.8829518752393105e-10, 'y': 2.3231937075000002e-10, 'z': 4.827289640885569e-10, 'element': 'Sb'}, {'x': 1.4143286370323031e-10, 'y': 4.899064839281075e-10, 'z': 3.7029807033207744e-10, 'element': 'Sb'}, {'x': 1.4143286370323031e-10, 'y': 4.899064839281075e-10, 'z': 5.599309766792256e-11, 'element': 'Sb'}, {'x': 3.4957956608282385e-10, 'y': 5.250152377300856e-10, 'z': 6.394367520000001e-10, 'element': 'Sb'}, {'x': 4.2388856791717613e-10, 'y': 4.0426224526991454e-10, 'z': 2.1314558400000002e-10, 'element': 'Sb'}, {'x': 6.320352702967697e-10, 'y': 4.393709990718926e-10, 'z': 7.965892383320775e-10, 'element': 'Sb'}, {'x': 6.320352702967697e-10, 'y': 4.393709990718926e-10, 'z': 4.822842656679226e-10, 'element': 'Sb'}, {'x': 5.516199927889717e-11, 'y': 6.9695811225e-10, 'z': 6.394367520000001e-10, 'element': 'Sb'}, {'x': 4.85172946476069e-10, 'y': 6.9695811225e-10, 'z': 3.6985337191144326e-10, 'element': 'Sb'}, {'x': 4.85172946476069e-10, 'y': 6.9695811225e-10, 'z': 5.64377960885568e-11, 'element': 'Sb'}]}, 'natoms': 24, 'element': {'Fe': 6, 'Sb': 18}}]",PN_GXXBTPYXX26PR5KZKA4XWFI7R2ZZWR6P,"{'reference': {'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/uv45-FAwcp05wlvr2QydJ3AkRZeu', 'Sb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/WMu7V8unTIq_ZADrznasag/e0MYdRBQr9wEXHzKsLol9DZ8gMvs'}, 'value_per_atom': 0.1547501784091292, 'value': 3.7140042818191006}"
Fe4Na8,Pa-3,"[{'data': {'a': [7.44474025e-10, 0, 0], 'b': [0, 7.44474025e-10, 0], 'c': [0, 0, 7.44474025e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Fe'}, {'x': 3.722370125e-10, 'y': 3.722370125e-10, 'z': 0, 'element': 'Fe'}, {'x': 3.722370125e-10, 'y': 0, 'z': 3.722370125e-10, 'element': 'Fe'}, {'x': 0, 'y': 3.722370125e-10, 'z': 3.722370125e-10, 'element': 'Fe'}, {'x': 2.586368351011602e-10, 'y': 2.586368351011602e-10, 'z': 2.586368351011602e-10, 'element': 'Na'}, {'x': 4.858371898988397e-10, 'y': 4.858371898988397e-10, 'z': 4.858371898988397e-10, 'element': 'Na'}, {'x': 6.308738476011602e-10, 'y': 1.1360017739883973e-10, 'z': 4.858371898988397e-10, 'element': 'Na'}, {'x': 1.1360017739883973e-10, 'y': 6.308738476011602e-10, 'z': 2.586368351011602e-10, 'element': 'Na'}, {'x': 4.858371898988397e-10, 'y': 6.308738476011602e-10, 'z': 1.1360017739883973e-10, 'element': 'Na'}, {'x': 2.586368351011602e-10, 'y': 1.1360017739883973e-10, 'z': 6.308738476011602e-10, 'element': 'Na'}, {'x': 1.1360017739883973e-10, 'y': 4.858371898988397e-10, 'z': 6.308738476011602e-10, 'element': 'Na'}, {'x': 6.308738476011602e-10, 'y': 2.586368351011602e-10, 'z': 1.1360017739883973e-10, 'element': 'Na'}]}, 'natoms': 12, 'element': {'Na': 8, 'Fe': 4}}]",PN_CFBYVTGSORFVECDSGSWJ5GNXEIDYLC5F,"{'reference': {'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/fZBjCAvL-C0KpykVeDkglk4DiMJE', 'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/uv45-FAwcp05wlvr2QydJ3AkRZeu'}, 'value_per_atom': 1.6371448910768656, 'value': 19.645738692922386}"
Cr4Sr5,I4/mmm,"[{'data': {'a': [-5.26050639e-10, 5.26050639e-10, 2.69647167e-10], 'b': [5.26050639e-10, -5.26050639e-10, 2.69647167e-10], 'c': [5.26050639e-10, 5.26050639e-10, -2.69647167e-10], 'atoms': [{'x': -2.4838086209958477e-26, 'y': 6.742242062522036e-10, 'z': -1.1220228608865581e-26, 'element': 'Cr'}, {'x': 2.340974502223062e-27, 'y': 3.7787707174779646e-10, 'z': -3.748196057551655e-27, 'element': 'Cr'}, {'x': 3.7787707174779646e-10, 'y': 2.340974502223062e-27, 'z': -3.748196057551655e-27, 'element': 'Cr'}, {'x': 6.742242062522036e-10, 'y': -2.4838086209958477e-26, 'z': -1.1220228608865581e-26, 'element': 'Cr'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'Sr'}, {'x': -1.871245238923962e-10, 'y': 1.871245238923962e-10, 'z': 2.69647167e-10, 'element': 'Sr'}, {'x': 1.8712452389239618e-10, 'y': -1.8712452389239618e-10, 'z': 2.69647167e-10, 'element': 'Sr'}, {'x': 3.389261098470974e-10, 'y': 3.389261098470974e-10, 'z': 2.696471662814312e-18, 'element': 'Sr'}, {'x': 1.8712452915290257e-10, 'y': 1.871245291529026e-10, 'z': 2.696471643035284e-10, 'element': 'Sr'}]}, 'natoms': 9, 'element': {'Cr': 4, 'Sr': 5}}]",PN_TXYJDUBC2VVQEK6PVTCQ2TCJONKITHPA,"{'reference': {'Cr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/WHxcrFh6QWqSn5mGUr5mBg/Xf06z3W_uXiss4I1OdzRpCsLCWOj', 'Sr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/9CyQcCUbCgpVbqUi9LKvMkTBuex3'}, 'value_per_atom': 0.8411270269282158, 'value': 7.570143242353943}"
CeSb,P-6m2,"[{'data': {'a': [4.3355926900000006e-10, -1.2e-17, 0], 'b': [-2.16779705e-10, 3.75466272e-10, 0], 'c': [0, 0, 4.1656663800000003e-10], 'atoms': [{'x': 2.1677982994736623e-10, 'y': 1.2515576017740444e-10, 'z': 3.1242497850000003e-10, 'element': 'Ce'}, {'x': -2.659473661889851e-16, 'y': 2.5031049982259555e-10, 'z': 1.0414165950000001e-10, 'element': 'Sb'}]}, 'natoms': 2, 'element': {'Ce': 1, 'Sb': 1}}]",PN_CMZGAVG6M63RGRR4V7CEOZAR3KDI3DH5,"{'reference': {'Ce': 'https://nomad-lab.eu/prod/rae/gui/entry/id/hXjxFrSARi6vr8ZsckYj7Q/JsXn10Mg3mjkr_2RS8rOekFmtBq9', 'Sb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/F6FpfGPiRSaYxoQqgfNL3A/A9G6BTbGfb_JlS9fJXXJ9cAqbhWC'}, 'value_per_atom': -1.0332635248915611, 'value': -2.0665270497831223}"
Nb2W6,Pmmn,"[{'data': {'a': [5.25822571e-10, 0, 0], 'b': [0, 4.83933653e-10, 0], 'c': [0, 0, 5.33621243e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 3.4212781275622024e-10, 'element': 'Nb'}, {'x': 2.629112855e-10, 'y': 2.419668265e-10, 'z': 1.914934302437798e-10, 'element': 'Nb'}, {'x': 0, 'y': 2.419668265e-10, 'z': 1.8312727370632636e-10, 'element': 'W'}, {'x': 2.629112855e-10, 'y': 0, 'z': 3.504939692936737e-10, 'element': 'W'}, {'x': 1.3290100805848765e-10, 'y': 0, 'z': 7.749421117749975e-11, 'element': 'W'}, {'x': 3.929215629415123e-10, 'y': 0, 'z': 7.749421117749975e-11, 'element': 'W'}, {'x': 3.9581229355848764e-10, 'y': 2.419668265e-10, 'z': 4.5612703182250027e-10, 'element': 'W'}, {'x': 1.3001027744151233e-10, 'y': 2.419668265e-10, 'z': 4.5612703182250027e-10, 'element': 'W'}]}, 'natoms': 8, 'element': {'Nb': 2, 'W': 6}}]",PN_BPGTW25URYPIGNDEHBGETRZ3IAHCGO54,"{'reference': {'Nb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/FsjvRjUORt2wbpq8ej5bOA/861X4hlRjiSg-bvBzuNmZtnnHOYr', 'W': 'https://nomad-lab.eu/prod/rae/gui/entry/id/JriGWVUJSX2Vkeya5zzAPw/dcAjiz1dsca03eeBAM-fTgQjR8M_'}, 'value_per_atom': 0.37008034385891797, 'value': 2.9606427508713438}"
In5Br,Amm2,"[{'data': {'a': [1.76634913e-10, -8.78690704e-10, 0], 'b': [1.76634913e-10, 8.78690704e-10, 0], 'c': [0, 0, 5.50346654e-10], 'atoms': [{'x': 3.653554246660513e-29, 'y': 4.6093812162195516e-11, 'z': 0, 'element': 'Br'}, {'x': 1.76634913e-10, 'y': 3.160757486815747e-10, 'z': 0, 'element': 'In'}, {'x': 1.76634913e-10, 'y': -2.7632583736886213e-10, 'z': 0, 'element': 'In'}, {'x': 1.76634913e-10, 'y': 6.049363725502079e-11, 'z': 2.75173327e-10, 'element': 'In'}, {'x': 1.76634913e-10, 'y': -5.085215605608278e-10, 'z': 2.75173327e-10, 'element': 'In'}, {'x': 1.76634913e-10, 'y': 6.550811070221702e-10, 'z': 2.75173327e-10, 'element': 'In'}]}, 'natoms': 6, 'element': {'Br': 1, 'In': 5}}]",PN_HPCBQCF2XGSVGA724LZJU4ELIP43O6M6,"{'reference': {'Br': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HQMYKHP6Soitf8Zcgmf6SQ/7DmDJRePJNTiaaJiAv-YuiT0_OyO', 'In': 'https://nomad-lab.eu/prod/rae/gui/entry/id/Zqtd881RT5CfgKZ3B6_mTg/jidMzp8f26ns8Jif2fj8Gy8eG6id'}, 'value_per_atom': -0.14491796595117692, 'value': -0.8695077957070616}"
CsNi,Amm2,"[{'data': {'a': [4.623273e-10, 0, 0], 'b': [-2.3116360000000002e-10, 3.932453e-10, 0], 'c': [0, 0, 4.916666000000001e-10], 'atoms': [{'x': 2.3116402043646599e-10, 'y': 1.31785005925839e-10, 'z': 3.6875002374999004e-10, 'element': 'Cs'}, {'x': 8.810989765171549e-19, 'y': 2.6146101371306e-10, 'z': 1.2291600591675402e-10, 'element': 'Ni'}]}, 'natoms': 2, 'element': {'Cs': 1, 'Ni': 1}}]",PN_TPYEHLVI4LKEM5NQMVM6ENBZCUH5G7YF,"{'reference': {'Cs': 'https://nomad-lab.eu/prod/rae/gui/entry/id/hXjxFrSARi6vr8ZsckYj7Q/kN8e3SIVbfhf8PZRKQBSjs6R93sI', 'Ni': 'https://nomad-lab.eu/prod/rae/gui/entry/id/6ITh58J5QcGWUDsmpR9t2A/DW3mGBiIv6M10SVC39rmNQ3rZWvj'}, 'value_per_atom': 1.2079635948348568, 'value': 2.4159271896697136}"
In4Br12,Pnma,"[{'data': {'a': [7.49795308e-10, 0, 0], 'b': [0, 6.91012966e-10, 0], 'c': [0, 0, 1.1810857390000002e-09], 'atoms': [{'x': 9.82351145913503e-11, 'y': 1.113220506200068e-10, 'z': 8.858143042500002e-10, 'element': 'Br'}, {'x': 4.731327685913503e-10, 'y': 2.3418443237999316e-10, 'z': 2.9527143475000005e-10, 'element': 'Br'}, {'x': 2.766625394086497e-10, 'y': 4.5682853362000683e-10, 'z': 8.858143042500002e-10, 'element': 'Br'}, {'x': 6.515601934086498e-10, 'y': 5.796909153799932e-10, 'z': 2.9527143475000005e-10, 'element': 'Br'}, {'x': 4.853619525586895e-10, 'y': 9.845762807509664e-11, 'z': 1.064230840368519e-09, 'element': 'Br'}, {'x': 1.1046429855868952e-10, 'y': 2.4704885492490333e-10, 'z': 1.168548986314811e-10, 'element': 'Br'}, {'x': 6.393310094413105e-10, 'y': 4.4396411107509666e-10, 'z': 7.073977681314812e-10, 'element': 'Br'}, {'x': 2.644333554413105e-10, 'y': 5.925553379249034e-10, 'z': 4.73687970868519e-10, 'element': 'Br'}, {'x': 2.644333554413105e-10, 'y': 5.925553379249034e-10, 'z': 1.168548986314811e-10, 'element': 'Br'}, {'x': 6.393310094413105e-10, 'y': 4.4396411107509666e-10, 'z': 1.064230840368519e-09, 'element': 'Br'}, {'x': 1.1046429855868952e-10, 'y': 2.4704885492490333e-10, 'z': 4.73687970868519e-10, 'element': 'Br'}, {'x': 4.853619525586895e-10, 'y': 9.845762807509664e-11, 'z': 7.073977681314812e-10, 'element': 'Br'}, {'x': 4.892736346805255e-10, 'y': 5.902226716353178e-10, 'z': 8.858143042500002e-10, 'element': 'In'}, {'x': 1.1437598068052551e-10, 'y': 4.4629677736468216e-10, 'z': 2.9527143475000005e-10, 'element': 'In'}, {'x': 6.354193273194745e-10, 'y': 2.4471618863531783e-10, 'z': 8.858143042500002e-10, 'element': 'In'}, {'x': 2.605216733194745e-10, 'y': 1.0079029436468216e-10, 'z': 2.9527143475000005e-10, 'element': 'In'}]}, 'natoms': 16, 'element': {'Br': 12, 'In': 4}}]",PN_VU446KSTRJX7ITZQXIQZAUZ4V7HBISNU,"{'reference': {'Br': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HQMYKHP6Soitf8Zcgmf6SQ/7DmDJRePJNTiaaJiAv-YuiT0_OyO', 'In': 'https://nomad-lab.eu/prod/rae/gui/entry/id/Zqtd881RT5CfgKZ3B6_mTg/jidMzp8f26ns8Jif2fj8Gy8eG6id'}, 'value_per_atom': -0.8565492677849518, 'value': -13.704788284559228}"
Ir3K,Cmmm,"[{'data': {'a': [2.90216248e-10, -4.2749551400000006e-10, 0], 'b': [2.90216248e-10, 4.2749551400000006e-10, 0], 'c': [0, 0, 2.68080098e-10], 'atoms': [{'x': 1.45108124e-10, 'y': 2.1374775700000003e-10, 'z': 1.34040049e-10, 'element': 'Ir'}, {'x': 1.45108124e-10, 'y': -2.1374775700000003e-10, 'z': 1.34040049e-10, 'element': 'Ir'}, {'x': 2.90216248e-10, 'y': 0, 'z': 0, 'element': 'Ir'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'K'}]}, 'natoms': 4, 'element': {'Ir': 3, 'K': 1}}]",PN_XKH7FJPJ7FB3PNEJXR4EQJEOBZS6WM23,"{'reference': {'Ir': 'https://nomad-lab.eu/prod/rae/gui/entry/id/R5T_c-b5R-aSPQN6iXJv2A/Jxd3Gq7w7vgx3vAf4QaOcIUrNIvf', 'K': 'https://nomad-lab.eu/prod/rae/gui/entry/id/LNJYtPiDTJ2RgcndgMzMEQ/-0vh5pzaGjLtxl6QcMcZHMEL5lI1'}, 'value_per_atom': 0.9047773221114603, 'value': 3.6191092884458413}"
Nb4W8,Pnma,"[{'data': {'a': [5.453686560000001e-10, 0, 0], 'b': [0, 4.58794584e-10, 0], 'c': [0, 0, 8.118124740000001e-10], 'atoms': [{'x': 3.651408671307097e-10, 'y': 1.14698646e-10, 'z': 4.724487195063373e-10, 'element': 'Nb'}, {'x': 4.5291211686929046e-10, 'y': 3.44095938e-10, 'z': 6.65424825063372e-11, 'element': 'Nb'}, {'x': 9.245653913070962e-11, 'y': 1.14698646e-10, 'z': 7.452699914936629e-10, 'element': 'Nb'}, {'x': 1.8022778886929044e-10, 'y': 3.44095938e-10, 'z': 3.393637544936629e-10, 'element': 'Nb'}, {'x': 6.344169955203361e-12, 'y': 1.14698646e-10, 'z': 2.0644113573953894e-10, 'element': 'W'}, {'x': 2.6634015804479667e-10, 'y': 3.44095938e-10, 'z': 6.12347372739539e-10, 'element': 'W'}, {'x': 2.7902849795520343e-10, 'y': 1.14698646e-10, 'z': 1.9946510126046113e-10, 'element': 'W'}, {'x': 5.390244860447967e-10, 'y': 3.44095938e-10, 'z': 6.053713382604612e-10, 'element': 'W'}, {'x': 9.182074835154482e-11, 'y': 1.14698646e-10, 'z': 4.673386684712474e-10, 'element': 'W'}, {'x': 1.8086357964845523e-10, 'y': 3.44095938e-10, 'z': 6.143243147124733e-11, 'element': 'W'}, {'x': 3.645050763515448e-10, 'y': 1.14698646e-10, 'z': 7.503800425287528e-10, 'element': 'W'}, {'x': 4.5354790764845533e-10, 'y': 3.44095938e-10, 'z': 3.444738055287527e-10, 'element': 'W'}]}, 'natoms': 12, 'element': {'Nb': 4, 'W': 8}}]",PN_WYQAQAWHFYGHB7SL76ZVJDOHS22WLTRC,"{'reference': {'Nb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/FsjvRjUORt2wbpq8ej5bOA/861X4hlRjiSg-bvBzuNmZtnnHOYr', 'W': 'https://nomad-lab.eu/prod/rae/gui/entry/id/JriGWVUJSX2Vkeya5zzAPw/dcAjiz1dsca03eeBAM-fTgQjR8M_'}, 'value_per_atom': 0.12538866332914247, 'value': 1.5046639599497098}"
Ag4Sn8,I4_1/amd,"[{'data': {'a': [-2.25806335e-10, 2.25806335e-10, 1.434958818e-09], 'b': [2.25806335e-10, -2.25806335e-10, 1.434958818e-09], 'c': [2.25806335e-10, 2.25806335e-10, -1.434958818e-09], 'atoms': [{'x': 3.719115479631842e-28, 'y': -3.719115479631842e-28, 'z': 2.5661127469212575e-10, 'element': 'Ag'}, {'x': -3.505603950753451e-27, 'y': 3.505603950753451e-27, 'z': 2.613306361307874e-09, 'element': 'Ag'}, {'x': 2.2580633613462247e-18, 'y': 2.2580633725806336e-10, 'z': 9.740906693425374e-10, 'element': 'Ag'}, {'x': -2.2580633488114553e-18, 'y': 2.2580633274193665e-10, 'z': 4.608681486574625e-10, 'element': 'Ag'}, {'x': 5.727892217049412e-29, 'y': -5.727892217049412e-29, 'z': 7.291880989713529e-10, 'element': 'Sn'}, {'x': -6.909554917721013e-27, 'y': 6.909554917721013e-27, 'z': 2.1407295370286472e-09, 'element': 'Sn'}, {'x': 2.2580633499999998e-10, 'y': 1.2924697071141057e-26, 'z': 1.1708689971352781e-11, 'element': 'Sn'}, {'x': 2.2580633500000003e-10, 'y': -1.2924697071141057e-26, 'z': 1.4232501280286472e-09, 'element': 'Sn'}, {'x': -4.438305597409526e-27, 'y': 4.438305597409526e-27, 'z': 1.1894575684603574e-09, 'element': 'Sn'}, {'x': 4.828233057389516e-27, 'y': -4.828233057389516e-27, 'z': 1.6804600675396424e-09, 'element': 'Sn'}, {'x': 2.2580633725806339e-10, 'y': 2.2580633484215277e-18, 'z': 4.719781451107692e-10, 'element': 'Sn'}, {'x': 2.2580633274193665e-10, 'y': -2.2580633358867582e-18, 'z': 9.629806728892308e-10, 'element': 'Sn'}]}, 'natoms': 12, 'element': {'Ag': 4, 'Sn': 8}}]",PN_TF767OEXZE22PZZWBUWZDKS7GHD7NENM,"{'reference': {'Ag': 'https://nomad-lab.eu/prod/rae/gui/entry/id/irNjB3eBSxiA5Zsr3-mMcg/0-n1kxCgzdbn-1FU1xXnECZU7drO', 'Sn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/OAw0poj5HN3ZrB-djDMlDbA7-aNL'}, 'value_per_atom': 0.03939530922542348, 'value': 0.4727437107050818}"
Nb6Pt2,Pm-3n,"[{'data': {'a': [5.19329e-10, 0, 0], 'b': [0, 5.19329e-10, 0], 'c': [0, 0, 5.19329e-10], 'atoms': [{'x': 2.5966400663745e-10, 'y': 1.2983200072208e-10, 'z': 0, 'element': 'Nb'}, {'x': 2.5966400663745e-10, 'y': 3.8949700447121e-10, 'z': 0, 'element': 'Nb'}, {'x': 0, 'y': 2.5966400663745e-10, 'z': 1.2983200072208e-10, 'element': 'Nb'}, {'x': 1.2983200072208e-10, 'y': 0, 'z': 2.5966400663745e-10, 'element': 'Nb'}, {'x': 3.8949700447121e-10, 'y': 0, 'z': 2.5966400663745e-10, 'element': 'Nb'}, {'x': 0, 'y': 2.5966400663745e-10, 'z': 3.8949700447121e-10, 'element': 'Nb'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'Pt'}, {'x': 2.5966400663745e-10, 'y': 2.5966400663745e-10, 'z': 2.5966400663745e-10, 'element': 'Pt'}]}, 'natoms': 8, 'element': {'Nb': 6, 'Pt': 2}}]",PN_6NXPEKRHML5UP7BBMDNIQ2CGEQSSXIVX,"{'reference': {'Nb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/VshkgA9fRVaBUM1A99_pTA/SkZzn86pJBf-CXtzQK5HKiPlxmMz', 'Pt': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/p77us0Iv8qkLqTvlRwxxb9fQSrAo'}, 'value_per_atom': -0.41934858249463325, 'value': -3.354788659957066}"
CrTa3,Immm,"[{'data': {'a': [3.25490718e-10, -3.25490718e-10, 0], 'b': [1.57631007e-10, 4.83121725e-10, 1.59769615e-10], 'c': [0, 0, 3.19539231e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Cr'}, {'x': 1.505657573138279e-10, 'y': 1.505657605687351e-10, 'z': 1.5976961686271354e-10, 'element': 'Ta'}, {'x': 1.62745359e-10, 'y': -1.62745359e-10, 'z': 1.597696155e-10, 'element': 'Ta'}, {'x': 3.325559676861721e-10, 'y': 7.065246431264917e-12, 'z': 3.1953922913728645e-10, 'element': 'Ta'}]}, 'natoms': 4, 'element': {'Ta': 3, 'Cr': 1}}]",PN_2UZGPYGYKF4TFMFC7DSVFICOVRCA3SIM,"{'reference': {'Ta': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HFcfn7V1T0qqPvWety_q2w/Jno4RsivxTTSMHe4wn8p4qW8Ef6G', 'Cr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/WHxcrFh6QWqSn5mGUr5mBg/Xf06z3W_uXiss4I1OdzRpCsLCWOj'}, 'value_per_atom': 0.026584735856422625, 'value': 0.1063389434256905}"
TaV5,Cmmm,"[{'data': {'a': [-3.05126942e-10, 0, 0], 'b': [-1.52563471e-10, -6.48201005e-10, 0], 'c': [0, 0, 4.3469094300000006e-10], 'atoms': [{'x': 1.5256347100517452e-18, 'y': 3.614378526895075e-11, 'z': 0, 'element': 'Ta'}, {'x': -1.525634694743653e-10, 'y': -3.928576527461791e-10, 'z': 2.1734547150000003e-10, 'element': 'V'}, {'x': -1.52563471e-10, 'y': -1.901889939415726e-10, 'z': 0, 'element': 'V'}, {'x': -3.051269435256347e-10, 'y': -6.127098933229837e-10, 'z': 2.1734547150000003e-10, 'element': 'V'}, {'x': -3.05126942e-10, 'y': -3.853047044417482e-10, 'z': 0, 'element': 'V'}, {'x': -3.0512694199999996e-10, 'y': -1.8361855631047048e-10, 'z': 2.1734547150000003e-10, 'element': 'V'}]}, 'natoms': 6, 'element': {'V': 5, 'Ta': 1}}]",PN_MMYMEBOUOZSZUBPHZAS44OCNPQ2LFPE6,"{'reference': {'V': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/6a_z-sYaeMtEBgvOYDzXel9FP5XK', 'Ta': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HFcfn7V1T0qqPvWety_q2w/Jno4RsivxTTSMHe4wn8p4qW8Ef6G'}, 'value_per_atom': 0.02854298320347463, 'value': 0.17125789922084778}"
